ticker,exchange_symbol,company,sector,industry,market,currency,financial_currency,price_major,shares_outstanding,market_cap_local,market_cap_usd,ttm_revenue,ttm_ebitda,ttm_fcf,ttm_fcf_usd,ttm_source,normalized_fcf_margin,normalized_margin_observations,forward_growth,revenue_cagr,latest_yoy_growth,forward_revenue,forward_fcf,expected_fcf,expected_fcf_usd,total_debt_usd,cash_usd,enterprise_value_usd,enterprise_value_calculated_usd,enterprise_value_provider_usd,enterprise_value_source,fcf_yield,revenue_trend,ebitda_trend,fcf_per_share_trend,z_revenue,z_ebitda,z_fcf_per_share,growth_score,fcf_yield_rank,growth_rank,raw_weight,target_weight,annual_periods,latest_annual_period_end,eligible,exclusion_reasons,data_quality_flags
AGI.AX,AGI,Ainsworth Game Technology Limited,Consumer Cyclical,Gambling,AU,AUD,AUD,1.06,336793929,357001536,254546542.3,255167008,25467000,13195125,9408288.495,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,0.05171172051,1,0.1274459567,0.1141821116,0.1473417244,287687011.5,14876790.33,14035957.66,10007812.66,23145810.38,8327272.484,503709458.4,503709458.4,265964735.2,calculated,0.01986822461,0.08757794918,-0.6354708908,,-0.1657938896,-2.197444272,,-1.181619081,216,260,,,4,2025-12-31,true,,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|preferred_stock_assumed_zero
AGL.AX,AGL,AGL Energy Limited,Utilities,Utilities - Independent Power Producers,AU,AUD,AUD,8.38,672747233,5637622272,4019694907,1.393099981e+10,2156999936,-134875008,-96167560.83,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,-0.009681645959,1,-0.01127607966,-0.006751076897,-0.01806358382,1.377391274e+10,-133354146.7,-134114577.3,,,,,,,,,,,,,,,,,,,,4,2026-06-30,false,expected_fcf_not_positive,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field
AGN.AX,AGN,Argenica Therapeutics Limited,Healthcare,Biotechnology,AU,AUD,AUD,0.175,128456712,22479924,16028465.84,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:16028466,
AGR.AX,AGR,Aguia Resources Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.014,2400020748,33600292,23957426.75,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:23957427,
AGY.AX,AGY,Argosy Minerals Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.031,1626794268,50430620,35957660.27,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:35957660,
AHC.AX,AHC,Austco Healthcare Limited,Healthcare,Medical Instruments & Supplies,AU,AUD,AUD,0.27,374751281,101182856,72144636.75,94242000,12527000,1803875,1286185.346,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,0.01914088198,1,0.2487206685,0.3094057699,0.1576930164,117681933.2,2252535.996,2028205.498,1446135.785,2813547.155,11605703.76,63351767.13,63351767.13,63351761.43,calculated,0.02282707887,0.2611433834,0.4093511952,,0.6753506774,0.7369835132,,0.7061670953,205,39,,,4,2026-06-30,true,,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|preferred_stock_assumed_zero
AHE.AX,AHE,Adheris Health Limited,Healthcare,Health Information Services,AU,AUD,AUD,0.013,637981044,8293754,5913549.916,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:5913550,
AHF.AX,AHF,Australian Dairy Nutritionals Limited,Consumer Defensive,Packaged Foods,AU,AUD,AUD,0.016,787431258,12598900,8983172.643,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:8983173,
AHK.AX,AHK,Ark Mines Limited,Basic Materials,Gold,AU,AUD,AUD,0.32,72338268,23148246,16504987.75,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:16504988,
AHL.AX,AHL,Adrad Holdings Limited,Industrials,Specialty Industrial Machinery,AU,AUD,AUD,1.505,81321356,122388648,87264630.61,156563120,13056611,13281128,9469609.706,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,0.08482922415,1,0.02627817661,0.03316797353,0.01594348123,160677313.3,13630131.83,13455629.91,9594031.744,30396343.5,17991097.51,191458117.8,191458117.8,100204626,calculated,0.05011034192,0.03635733291,-0.03140280121,,-0.4140227105,-0.5008930502,,-0.4574578804,122,205,,,4,2026-06-30,true,,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|preferred_stock_assumed_zero
AHN.AX,AHN,Athena Resources Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.06,157048019,9422881,6718631.533,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:6718632,
AI1.AX,AI1,Adisyn Ltd,Technology,Information Technology Services,AU,AUD,AUD,0.12,1177381234,141285744,100738495.5,4271113,-7287090,-2780435,-1982484.791,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,,0,,,,,,,,,,,,,,,,,,,,,,,,,,3,2025-06-30,false,ttm_ebitda_not_positive,annual_history_below_preferred:3|revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field
AIA.AX,AIA,Auckland International Airport Limited,Industrials,Airports & Air Services,AU,AUD,NZD,6.67,1699968803,1.133879194e+10,8084699896,995299968,709000000,-581675008,-334911932.7,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,-0.5844218092,1,0.1222100932,0.1775706438,0.03916926719,1116935670,-652761564.9,-617218286.5,,,,,,,,,,,,,,,,,,,,4,2026-06-30,false,expected_fcf_not_positive,reporting_currency_differs:NZD_vs_AUD|revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field
AIH.AX,AIH,Advanced Innergy Holdings Limited,Industrials,Specialty Industrial Machinery,AU,AUD,GBP,0.49,422320612,206937104,147548732.9,148699312,20198458,6100173,8218599.057,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,0.04102354556,1,0.3,0.5090515996,0.3215587681,193309105.6,7930224.9,7015198.95,9451388.916,,,171294922.6,,171294922.6,provider,0.05517611831,0.3831418056,0.3616517622,,1.266587697,0.6030176034,,0.93480265,109,29,,,3,2024-09-30,true,,reporting_currency_differs:GBP_vs_AUD|stale_statements:715d|annual_history_below_preferred:3|revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|growth_clamped_high|total_debt_unavailable|cash_unavailable|ev_from_provider_fallback
AIM.AX,AIM,Ai-Media Technologies Limited,Communication Services,Entertainment,AU,AUD,AUD,0.23,210986965,48527000,34600355.5,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:34600355,
AIS.AX,AIS,Aeris Resources Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.46,1500722109,690332160,492215429.5,702769024,287593984,38969500,27785738.94,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,0.05545136264,1,0.06181280583,0.1819015424,-0.1183202991,746209149.2,41378314.14,40173907.07,28644496.18,43971478.22,17654901.45,712320235.9,712320235.9,283629670.1,calculated,0.04021294741,0.1495354094,-0.05754410002,,0.1344685518,-0.5743120127,,-0.2199217304,151,156,,,3,2025-06-30,true,,annual_history_below_preferred:3|revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|preferred_stock_assumed_zero
AIV.AX,AIV,ActivEX Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.025,312515461,7812886,5570685.042,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:5570685,
AIZ.AX,AIZ,Air New Zealand Limited,Industrials,Airlines,AU,AUD,NZD,0.3,3233562033,970068672,691671047.2,7016000000,184000000,-375249984,-216058272.5,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,-0.0534848894,1,0.03639079062,0.03489262044,0.03863804589,7271317787,-388905627.6,-382077805.8,,,,,,,,,,,,,,,,,,,,4,2026-06-30,false,expected_fcf_not_positive,reporting_currency_differs:NZD_vs_AUD|revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field
AJL.AX,AJL,AJ Lucas Group Limited,Basic Materials,Coking Coal,AU,AUD,AUD,0.006,1375729630,8254378,5885474.338,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:5885474,
AJX.AX,AJX,Alexium International Group Limited,Basic Materials,Specialty Chemicals,AU,AUD,USD,0.007,3127784951,21894496,15611048.39,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:15611048,
AKA.AX,AKA,Aureka Limited,Basic Materials,Gold,AU,AUD,AUD,0.115,195610268,22495182,16039344.99,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:16039345,
AKG.AX,AKG,Academies Australasia Group Limited,Consumer Defensive,Education & Training Services,AU,AUD,AUD,0.06,127614467,7656867,5459441.552,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:5459442,
AKM.AX,AKM,Aspire Mining Limited,Basic Materials,Coking Coal,AU,AUD,USD,0.23,507636985,116756512,83248847.48,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,2025-12-31,false,insufficient_annual_history:0,reporting_currency_differs:USD_vs_AUD
AKN.AX,AKN,AuKing Mining Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.019,2375066986,45126268,32175591.22,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:32175591,
AKO.AX,AKO,AKORA Resources Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.083,217394941,18043780,12865439.91,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:12865440,
AL3.AX,AL3,AML3D Limited,Industrials,Metal Fabrication,AU,AUD,AUD,0.14,567445783,79442408,56643426.51,12473338,-4943759,-6382406,-4550734.983,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,,0,,,,,,,,,,,,,,,,,,,,,,,,,,4,2026-06-30,false,ttm_ebitda_not_positive,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field
ALA.AX,ALA,Arovella Therapeutics Limited,Healthcare,Biotechnology,AU,AUD,AUD,0.059,1208851853,71322256,50853656.98,3498111,-7598775,-4929771,-3514988.133,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,,0,,,,,,,,,,,,,,,,,,,,,,,,,,4,2026-06-30,false,ttm_ebitda_not_positive,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field
ALB.AX,ALB,Albion Resources Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.049,145183333,7113983,5072358.497,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:5072358,
ALC.AX,ALC,Alcidion Group Limited,Healthcare,Health Information Services,AU,AUD,AUD,0.1,1349805153,134980528,96242797.9,51641000,5336000,7197375,5131818.032,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,0.1393732693,1,0.09183286228,0.06761882045,0.128153925,56383340.84,7858330.547,7527852.774,5367452.801,580392.1399,14718003.14,146895915.9,146895915.9,81659799.4,calculated,0.03653915611,0.04949940762,0.599596658,,-0.3503326977,1.271296081,,0.4604816919,164,56,,,4,2026-06-30,true,,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|preferred_stock_assumed_zero
ALD.AX,ALD,Ampol Limited,Energy,Oil & Gas Refining & Marketing,AU,AUD,AUD,42.21,238302099,1.005873152e+10,7172000874,3.647750144e+10,2807899904,-136337504,-97210338.69,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,-0.003737577921,1,-0.0467737687,-0.03967849155,-0.05741668442,3.477131123e+10,-129960485.1,-133148994.6,,,,,,,,,,,,,,,,,,,,4,2025-12-31,false,expected_fcf_not_positive,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field
ALK.AX,ALK,Alkane Resources Ltd,Basic Materials,Gold,AU,AUD,AUD,1.83,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,market_cap_unavailable,
ALL.AX,ALL,Aristocrat Leisure Limited,Consumer Cyclical,Gambling,AU,AUD,AUD,61.5,597035578,3.671768678e+10,2.618016807e+10,6290699776,2306700032,913612480,651417079,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,0.1452322496,1,0.006334202176,0.04150981724,-0.04642922043,6330546340,919399486.2,916505983.1,653480182.8,1447557890,913939367.2,3.138915187e+10,3.138915187e+10,2.733661267e+10,calculated,0.02081866326,0.04001291885,0.09316914991,,-0.3963067623,-0.1510273655,,-0.2736670639,214,167,,,4,2025-09-30,true,,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|preferred_stock_assumed_zero
ALM.AX,ALM,Alma Metals Limited,Basic Materials,Copper,AU,AUD,AUD,0.01,2634831389,26348314,18786676.1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:18786676,
ALQ.AX,ALQ,ALS Limited,Industrials,Consulting Services,AU,AUD,AUD,20.86,507542553,1.058733773e+10,7548903685,3320100096,707900032,324887488,231648826,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,0.09785472685,1,0.1229229244,0.1335906178,0.1069213843,3728216509,364823608.1,344855548.1,245886301.6,1120784281,106737964.8,8566657666,8566657666,8566657438,calculated,0.02870271128,0.1323833892,0.1464486373,,0.05134526965,-0.001389632574,,0.02497781854,184,106,,,4,2026-03-31,true,,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|preferred_stock_assumed_zero
ALR.AX,ALR,Altair Minerals Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.047,6628932966,311559840,222146047,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,2025-06-30,false,insufficient_annual_history:0,
ALU.AX,ALU,Alurion Resources Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,,0.535,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,market_cap_unavailable,
ALV.AX,ALV,Alvo Minerals Limited,Basic Materials,Other Precious Metals & Mining,AU,AUD,AUD,0.02,286985843,5739717,4092489.72,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:4092490,
ALX.AX,ALX,Atlas Arteria Limited,Industrials,Infrastructure Operations,AU,AUD,AUD,4.38,1453493469,6366301696,4539252414,156800000,30100000,169175008,120623888.1,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,1.078922245,1,0.1033130137,0.1082803102,0.09586206897,172999480.5,186652987.9,177913998,126854896.8,1239500855,195650618.2,7505669439,7505669439,5534688078,calculated,0.01690121019,0.09989816333,-0.0265524888,,-0.1060868331,-0.4872707391,,-0.2966787861,229,171,,,4,2025-12-31,true,,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|preferred_stock_assumed_zero
ALY.AX,ALY,Alchemy Resources Limited,Basic Materials,Gold,AU,AUD,AUD,0.008,1188076256,9504611,6776906.041,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:6776906,
AM3.AX,AM3,Amara Minerals Limited,Basic Materials,Gold,AU,AUD,AUD,0.0045,3113927270,14012672,9991209.69,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:9991210,
AM5.AX,AM5,Antares Metals Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.005,856102899,4280514,3052059.804,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:3052060,
AM7.AX,AM7,Arcadia Minerals Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.05,132383433,6619171,4719551.377,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:4719551,
AMA.AX,AMA,AMA Group Limited,Consumer Cyclical,Auto & Truck Dealerships,AU,AUD,AUD,0.53,482024735,255473104,182155505.6,1039067008,76168000,50823624,36237877.02,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,0.04891274923,1,0.04762056693,0.06216305068,0.02580684129,1088547968,53243873.79,52033748.89,37100711.14,304570401.1,29671300.38,464605408.2,464605408.2,463258864.2,calculated,0.07985423865,0.06669864115,0.6185745654,,-0.2669806068,1.324596351,,0.5288078721,65,51,,,4,2026-06-30,true,,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|preferred_stock_assumed_zero
AMC.AX,AMC,Amcor plc,Consumer Cyclical,Packaging & Containers,AU,AUD,USD,59.37,462345690,2.744946278e+10,1.95718089e+10,2.3506e+10,3437000000,1229000000,1229000000,revenue=quarterly_sum|ebitda=quarterly_sum|fcf=quarterly_sum,0.05312607126,4,0.3,0.1695341263,0.5661269905,3.05578e+10,1623415860,1426207930,1426207930,1.4864e+10,1115000000,3.33318089e+10,3.33318089e+10,2.956271924e+10,calculated,0.04278819474,0.1663749645,0.1676323241,0.005528541526,0.2160775446,0.05810566328,-0.449301422,-0.05837273804,141,118,,,4,2026-06-30,true,,reporting_currency_differs:USD_vs_AUD|growth_clamped_high|preferred_stock_assumed_zero
AMD.AX,AMD,Arrow Minerals Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.016,1698205533,27171290,19373468.24,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:19373468,
AMI.AX,AMI,Aurelia Metals Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.42,1720484176,722603328,515225174.3,480240992,185720000,-6931375,-4942156.718,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,-0.0144331182,1,-0.15,-0.1596431405,-0.1606464754,408204843.2,-5891668.75,-6411521.875,,,,,,,,,,,,,,,,,,,,3,2024-06-30,false,expected_fcf_not_positive,stale_statements:807d|annual_history_below_preferred:3|revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|growth_clamped_low
AMK.AX,AMK,Almasar Minerals Limited,Basic Materials,Gold,AU,AUD,AUD,0.21,135000001,28350000,20213903.15,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:20213903,
AMN.AX,AMN,Agrimin Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.054,384929442,20786190,14820812.4,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:14820812,
AMO.AX,AMO,Ambertech Limited,Technology,Electronics & Computer Distribution,AU,AUD,AUD,0.069,95404783,6582930,4693711.093,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:4693711,
AMP.AX,AMP,AMP Limited,Financial Services,Financial Conglomerates,AU,,AUD,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,excluded_sector:Financial Services,
AMS.AX,AMS,Atomos Limited,Technology,Consumer Electronics,AU,AUD,AUD,0.015,1489164944,22337474,15926897.22,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:15926897,
AMU.AX,AMU,American Uranium Limited,Energy,Uranium,AU,AUD,AUD,0.068,130268297,8858245,6316039.031,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:6316039,
AMX.AX,AMX,Aerometrex Limited,Technology,Software - Application,AU,AUD,AUD,0.25,94990639,23747660,16932377.4,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:16932377,
AN1.AX,AN1,Anagenics Limited,Consumer Defensive,Household & Personal Products,AU,AUD,AUD,0.006,985450795,5912705,4215832.319,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:4215832,
ANG.AX,ANG,Austin Engineering Limited,Industrials,Farm & Heavy Construction Machinery,AU,AUD,AUD,0.165,623110874,102813296,73307160.78,328959008,15315000,24490250,17461853.32,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,0.07444772572,1,0.0007303130139,0.08594277888,-0.1270883858,329199251,24508135.55,24499192.77,17468229.63,27098038.42,12173261.68,183521774.3,183521774.3,88231937.53,calculated,0.09518341732,0.08839822643,-0.02802867661,,-0.1618186064,-0.4914166761,,-0.3266176413,45,176,24.69700315,0.0203949619,4,2026-06-30,true,,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|preferred_stock_assumed_zero
ANN.AX,ANN,Ansell Limited,Healthcare,Medical Instruments & Supplies,AU,AUD,USD,41.5,140758914,5841495040,4165058730,2140199936,372800000,207050000,207050000,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,0.09674329791,1,0.08100901717,0.08945686626,0.06833724355,2313575429,223822917,215436458.5,215436458.5,756600000,249500000,4703058730,4703058730,4506670596,calculated,0.04580773298,0.09918170911,0.1511611541,,-0.1095589621,0.01184567363,,-0.04885664423,133,117,,,4,2026-06-30,true,,reporting_currency_differs:USD_vs_AUD|revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|preferred_stock_assumed_zero
ANO.AX,ANO,Advance ZincTek Limited,Basic Materials,Chemicals,AU,AUD,AUD,0.7,52028000,36419600,25967628.48,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:25967628,
ANR.AX,ANR,Anatara Lifesciences Ltd,Healthcare,Biotechnology,AU,AUD,AUD,0.009,316310405,2846793,2029798.871,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:2029799,
ANX.AX,ANX,Anax Metals Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.034,1743585308,59281904,42268736.02,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:42268736,
ANZ.AX,ANZ,ANZ Group Holdings Limited,Financial Services,Banks - Diversified,AU,,AUD,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,excluded_sector:Financial Services,
AOA.AX,AOA,Ausmon Resources Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.001,1426513424,1426513,1017121.539,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:1017122,
AOK.AX,AOK,Australian Oil Company Limited,Energy,Oil & Gas E&P,AU,AUD,AUD,0.003,2327610801,6982832,4978846.2,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:4978846,
AON.AX,AON,Apollo Minerals Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.07,1259952824,88196696,62885342.9,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,2025-06-30,false,insufficient_annual_history:0,
AOV.AX,AOV,Amotiv Limited,Consumer Cyclical,Auto Parts,AU,AUD,AUD,5.97,133849962,799084224,569757005.8,1023900032,206900000,95475000,68074864.32,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,0.09324640787,1,0.008109604992,-0.004196711419,0.02656907961,1032203457,96249264.54,95862132.27,68350894.45,385811040.4,34795007.9,1431860367,1431860367,920773106.8,calculated,0.0477357262,-0.00284512631,-0.1784479688,,-0.6040083245,-0.9138757304,,-0.7589420274,126,239,,,4,2026-06-30,true,,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|preferred_stock_assumed_zero
APA.AX,APA,APA Group,Utilities,Utilities - Regulated Gas,AU,AUD,AUD,10.81,1323751413,1.430975386e+10,1.020303275e+10,3003000064,2062000000,135750000,96791441.02,revenue=provider_ttm|ebitda=provider_ttm|fcf=provider_ttm_fcf_field,0.04520479424,1,-0.008792411477,0.02012494588,-0.05216844752,2976596452,134556430.1,135153215.1,96365925.93,1.00912653e+10,1166488379,1.95812856e+10,1.95812856e+10,1.914563362e+10,calculated,0.004921327838,0.02243765018,0.0275384799,,-0.4814812201,-0.3353539261,,-0.4084175731,263,190,,,4,2026-06-30,true,,revenue_ttm_from_provider|ebitda_ttm_from_provider|fcf_ttm_from_provider_fcf_field|preferred_stock_assumed_zero
APC.AX,APC,APC Minerals Limited,Basic Materials,Other Industrial Metals & Mining,AU,AUD,AUD,0.009,734125882,6607132,4710967.42,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,false,below_min_market_cap:4710967,
