yahoo_symbol,exchange_symbol,name,stage,reasons
RWD.AX,RWD,Reward Minerals Ltd,market_cap,below_min_market_cap:6407292
RWL.AX,RWL,Rubicon Water Limited,market_cap,below_min_market_cap:33101098
RXL.AX,RXL,Rox Resources Limited,financial_data,insufficient_annual_history:0
RZI.AX,RZI,Raiz Invest Limited,market_cap,below_min_market_cap:42080857
S2R.AX,S2R,S2 Resources Ltd,market_cap,below_min_market_cap:24636799
S66.AX,S66,Star Combo Pharma Limited,market_cap,below_min_market_cap:13484211
SAN.AX,SAN,Sagalio Energy Limited,market_cap,below_min_market_cap:1313327
SAU.AX,SAU,SIGMA LITHIUM CORPORATION,identity,quote_type:NONE
SBM.AX,SBM,St Barbara Limited,financial_data,ttm_ebitda_not_positive
SBR.AX,SBR,Sabre Resources Limited,market_cap,below_min_market_cap:4564160
SBZ.AX,SBZ,Schoolblazer Limited,identity,excluded_sector:Financial Services
SCG.AX,SCG,Scentre Group,identity,excluded_industry:reit
SCN.AX,SCN,Scorpion Minerals Limited,market_cap,below_min_market_cap:7347089
SCP.AX,SCP,Scalare Partners Holdings Limited,market_cap,below_min_market_cap:6333649
SCX.AX,SCX,SCX.ai Holdings Limited,market_cap,below_min_market_cap:49935713
SDF.AX,SDF,Steadfast Group Limited,identity,excluded_sector:Financial Services
SDR.AX,SDR,SiteMinder Limited,financial_data,ttm_ebitda_not_positive
SDV.AX,SDV,SciDev Limited,market_cap,below_min_market_cap:21685684
SEA.AX,SEA,Sea Forest Limited,financial_data,ttm_ebitda_not_positive
SEN.AX,SEN,Senetas Corporation Limited,market_cap,below_min_market_cap:28604123
SEQ.AX,SEQ,Sequoia Financial Group Limited,identity,excluded_sector:Financial Services
SER.AX,SER,Strategic Energy Resources Limited,market_cap,below_min_market_cap:8824574
SFG.AX,SFG,Seafarms Group Limited,market_cap,below_min_market_cap:6940106
SFM.AX,SFM,Santa Fe Minerals Limited,market_cap,below_min_market_cap:26701119
SFX.AX,SFX,Sheffield Resources Limited,market_cap,below_min_market_cap:12424793
SGA.AX,SGA,Sarytogan Graphite Limited,market_cap,below_min_market_cap:13216443
SGC.AX,SGC,Sinclair Gold Ltd,financial_data,insufficient_annual_history:0
SGH.AX,SGH,SGH Limited,financial_data,ttm_fcf_unavailable
SGP.AX,SGP,Stockland,identity,excluded_industry:reit
SGQ.AX,SGQ,St George Mining Limited,financial_data,insufficient_annual_history:0
SGR.AX,SGR,The Star Entertainment Group Limited,financial_data,ttm_ebitda_not_positive
SHE.AX,SHE,Stonehorse Energy Limited,market_cap,below_min_market_cap:5368316
SHG.AX,SHG,Singular Health Group Ltd,market_cap,below_min_market_cap:44176358
SHJ.AX,SHJ,Shine Justice Ltd,expected_fcf,expected_fcf_not_positive
SHM.AX,SHM,Shriro Holdings Limited,market_cap,below_min_market_cap:35562948
SHN.AX,SHN,Sunshine Metals Limited,financial_data,insufficient_annual_history:0
SHO.AX,SHO,SportsHero Limited,market_cap,below_min_market_cap:33022422
SHV.AX,SHV,Select Harvests Limited,expected_fcf,expected_fcf_not_positive
SIO.AX,SIO,Simonds Group Limited,market_cap,below_min_market_cap:41058845
SIS.AX,SIS,Simble Solutions Limited,market_cap,below_min_market_cap:7908486
SIV.AX,SIV,SIV Capital Limited,market_cap,below_min_market_cap:5064475
SIX.AX,SIX,Sprintex Limited,market_cap,below_min_market_cap:30502091
SKC.AX,SKC,SkyCity Entertainment Group Limited,expected_fcf,expected_fcf_not_positive
SKG.AX,SKG,Storage King Group,identity,excluded_industry:reit
SKK.AX,SKK,Stakk Limited,expected_fcf,expected_fcf_not_positive
SKM.AX,SKM,Skylark Minerals Limited,market_cap,below_min_market_cap:26106757
SKN.AX,SKN,Skin Elements Limited,market_cap,below_min_market_cap:7468095
SKO.AX,SKO,Serko Limited,financial_data,ttm_ebitda_not_positive
SKY.AX,SKY,Sky Metals Limited,financial_data,insufficient_annual_history:0
SLA.AX,SLA,Solara Minerals Ltd,market_cap,below_min_market_cap:4645868
SLB.AX,SLB,Stelar Metals Limited,market_cap,below_min_market_cap:18414454
SLD.AX,SLD,"Saluda Medical, Inc.",market_cap,market_cap_unavailable
SLM.AX,SLM,Solis Minerals Ltd.,market_cap,below_min_market_cap:7265960
SLS.AX,SLS,Solstice Minerals Limited,financial_data,insufficient_annual_history:0
SLZ.AX,SLZ,Sultan Resources Limited,market_cap,below_min_market_cap:3337822
SM1.AX,SM1,Synlait Milk Limited,financial_data,ttm_ebitda_not_positive
SMI.AX,SMI,Santana Minerals Limited,financial_data,insufficient_annual_history:0
SMM.AX,SMM,Somerset Minerals Limited,market_cap,below_min_market_cap:12585294
SMN.AX,SMN,Structural Monitoring Systems Plc,market_cap,below_min_market_cap:42715587
SMR.AX,SMR,Stanmore Resources Limited,expected_fcf,expected_fcf_not_positive
SMS.AX,SMS,Star Minerals Limited,market_cap,below_min_market_cap:7808993
SMX.AX,SMX,Strata Minerals Limited,market_cap,below_min_market_cap:4847916
SNG.AX,SNG,Siren Gold Limited,market_cap,below_min_market_cap:8370382
SNM.AX,SNM,Sentinel Metals Limited,financial_data,insufficient_annual_history:0
SNS.AX,SNS,SenSen Networks Limited,market_cap,below_min_market_cap:18936068
SNT.AX,SNT,Syntara Limited,market_cap,below_min_market_cap:34991431
SNX.AX,SNX,Sierra Nevada Gold Inc.,market_cap,below_min_market_cap:40843518
SNZ.AX,SNZ,Summerset Group Holdings Limited,expected_fcf,expected_fcf_not_positive
SOC.AX,SOC,SOCO Corporation Ltd,market_cap,below_min_market_cap:3974477
SOL.AX,SOL,Washington H. Soul Pattinson and Company Limited,identity,excluded_sector:Financial Services
SOP.AX,SOP,Synertec Corporation Limited,market_cap,below_min_market_cap:35145904
SOR.AX,SOR,Strategic Elements Ltd,identity,excluded_sector:Financial Services
SP3.AX,SP3,Spectur Limited,market_cap,below_min_market_cap:2520744
SP8.AX,SP8,StreamPlay Studio Limited,market_cap,below_min_market_cap:7593608
SPA.AX,SPA,Spacetalk Limited,market_cap,below_min_market_cap:17122039
SPD.AX,SPD,Southern Palladium Limited,financial_data,insufficient_annual_history:0
SPG.AX,SPG,SPC Global Holdings Ltd,expected_fcf,expected_fcf_not_positive
SPL.AX,SPL,Starpharma Holdings Limited,financial_data,ttm_ebitda_not_positive
SPN.AX,SPN,Sparc Technologies Limited,market_cap,below_min_market_cap:14933774
SPQ.AX,SPQ,Superior Resources Limited,market_cap,below_min_market_cap:5648494
SPX.AX,SPX,Spenda Limited,market_cap,below_min_market_cap:1722853
SQX.AX,SQX,SQX Resources Limited,market_cap,below_min_market_cap:2903529
SRH.AX,SRH,Saferoads Holdings Limited,market_cap,below_min_market_cap:3245188
SRJ.AX,SRJ,SRJ Technologies Group Plc,market_cap,below_min_market_cap:6206777
SRK.AX,SRK,Strike Resources Limited,market_cap,below_min_market_cap:4046346
SRL.AX,SRL,Sunrise Energy Metals Limited,financial_data,insufficient_annual_history:0
SRN.AX,SRN,Surefire Resources NL,market_cap,market_cap_unavailable
SRR.AX,SRR,Sarama Resources Ltd,market_cap,below_min_market_cap:10412952
SRZ.AX,SRZ,Stellar Resources Limited,financial_data,insufficient_annual_history:0
SS1.AX,SS1,Sun Silver Limited,financial_data,insufficient_annual_history:0
SSH.AX,SSH,SSH Group Limited,market_cap,below_min_market_cap:11396154
SSL.AX,SSL,Sietel Limited,market_cap,below_min_market_cap:49101124
SST.AX,SST,Steamships Trading Company Limited,market_cap,fx_rate_unavailable:PGK
STG.AX,STG,Straker Limited,market_cap,below_min_market_cap:5734340
STH.AX,STH,StepChange Holdings Limited,market_cap,below_min_market_cap:14650119
STK.AX,STK,Strickland Metals Limited,financial_data,insufficient_annual_history:0
STM.AX,STM,Sunstone Metals Limited,market_cap,below_min_market_cap:40503177
STN.AX,STN,Saturn Metals Limited,financial_data,insufficient_annual_history:0
STO.AX,STO,Santos Limited,market_cap,market_cap_unavailable
STP.AX,STP,Step One Clothing Limited,market_cap,below_min_market_cap:16258702
STV.AX,STV,Swift TV Ltd,market_cap,below_min_market_cap:6204643
STX.AX,STX,Strike Energy Limited,financial_data,insufficient_annual_history:2
SUH.AX,SUH,Southern Hemisphere Mining Limited,market_cap,below_min_market_cap:17323295
SUN.AX,SUN,Suncorp Group Limited,identity,excluded_sector:Financial Services
SVG.AX,SVG,Savannah Goldfields Limited,market_cap,below_min_market_cap:9161827
SVL.AX,SVL,Silver Mines Limited,financial_data,ttm_ebitda_not_positive
SVM.AX,SVM,Sovereign Metals Limited,financial_data,insufficient_annual_history:0
SVR.AX,SVR,Solvar Limited,identity,excluded_sector:Financial Services
SVY.AX,SVY,Stavely Minerals Limited,market_cap,below_min_market_cap:11043983
SWP.AX,SWP,Swoop Holdings Limited,market_cap,below_min_market_cap:17743241
SX2.AX,SX2,Southern Cross Gold Consolidated Ltd.,financial_data,ttm_ebitda_not_positive
SXL.AX,SXL,Southern Cross Media Group Limited,expected_fcf,expected_fcf_not_positive
SYR.AX,SYR,Syrah Resources Limited,market_cap,market_cap_unavailable
T3D.AX,T3D,333D Limited,market_cap,below_min_market_cap:4885345
T88.AX,T88,Taiton Resources Limited,market_cap,below_min_market_cap:3973757
T92.AX,T92,Terra Critical Minerals Limited,market_cap,below_min_market_cap:4971964
TAL.AX,TAL,Talius Group Limited,market_cap,below_min_market_cap:14728226
TAM.AX,TAM,Tanami Gold NL,financial_data,insufficient_annual_history:0
TAR.AX,TAR,Taruga Minerals Limited,market_cap,below_min_market_cap:14894301
TAS.AX,TAS,Tasman Resources Ltd,market_cap,below_min_market_cap:14599004
TAT.AX,TAT,Tartana Minerals Limited,market_cap,below_min_market_cap:4462273
TBN.AX,TBN,Tamboran Resources Corporation,financial_data,ttm_ebitda_not_positive
TCG.AX,TCG,Turaco Gold Limited,financial_data,insufficient_annual_history:0
TCO.AX,TCO,Transmetro Corporation Limited,market_cap,below_min_market_cap:24809425
TD1.AX,TD1,TALi Digital Limited,market_cap,below_min_market_cap:3448338
TDO.AX,TDO,3D Energi Limited,market_cap,below_min_market_cap:29902419
TEE.AX,TEE,Top End Energy Limited,market_cap,below_min_market_cap:7378721
TEM.AX,TEM,Tempest Minerals Limited,market_cap,below_min_market_cap:3535432
TER.AX,TER,TerraCom Limited,financial_data,ttm_ebitda_not_positive
TET.AX,TET,Tetragon Energy Limited,market_cap,market_cap_unavailable
TFL.AX,TFL,TasFoods Limited,market_cap,below_min_market_cap:1381784
TG1.AX,TG1,TechGen Metals Ltd,market_cap,below_min_market_cap:4276068
TG6.AX,TG6,TG Metals Limited,market_cap,below_min_market_cap:21737815
TGH.AX,TGH,Terragen Holdings Limited,market_cap,below_min_market_cap:14086827
TGM.AX,TGM,Theta Gold Mines Limited,financial_data,insufficient_annual_history:0
TGN.AX,TGN,Tungsten Mining NL,financial_data,insufficient_annual_history:0
THR.AX,THR,Thor Energy Plc,market_cap,below_min_market_cap:7344546
TIA.AX,TIA,Tian An Australia Limited,market_cap,below_min_market_cap:10498040
TIO.AX,TIO,Temas Resources Corp.,market_cap,below_min_market_cap:6869986
TIP.AX,TIP,Teaminvest Private Group Limited,identity,excluded_sector:Financial Services
TKM.AX,TKM,Trek Metals Limited,market_cap,below_min_market_cap:28152147
TLG.AX,TLG,Talga Group Ltd,financial_data,ttm_ebitda_not_positive
TLM.AX,TLM,Talisman Mining Limited,market_cap,below_min_market_cap:11409472
TLS.AX,TLS,Telstra Group Limited,market_cap,market_cap_unavailable
TLX.AX,TLX,Telix Pharmaceuticals Limited,expected_fcf,expected_fcf_not_positive
TM1.AX,TM1,Terra Metals Limited,financial_data,insufficient_annual_history:0
TMB.AX,TMB,Tambourah Metals Limited,market_cap,below_min_market_cap:6462083
TMK.AX,TMK,TMK Energy Limited,market_cap,below_min_market_cap:25963231
TML.AX,TML,Timah Resources Limited,market_cap,below_min_market_cap:2974480
TMS.AX,TMS,Tennant Minerals Limited,market_cap,below_min_market_cap:8537096
TMX.AX,TMX,Terrain Minerals Limited,market_cap,below_min_market_cap:8324705
TNC.AX,TNC,True North Copper Limited,market_cap,below_min_market_cap:47035626
TNY.AX,TNY,Tinybeans Group Limited,market_cap,below_min_market_cap:6928365
TOK.AX,TOK,Tolu Minerals Limited,financial_data,insufficient_annual_history:0
TON.AX,TON,Triton Minerals Limited,market_cap,below_min_market_cap:4473123
TOR.AX,TOR,Torque Metals Limited,financial_data,insufficient_annual_history:0
TOU.AX,TOU,Tlou Energy Limited,market_cap,below_min_market_cap:2777720
TPC.AX,TPC,TPC Consolidated Limited,market_cap,below_min_market_cap:35944381
TR2.AX,TR2,Tali Resources Ltd,market_cap,below_min_market_cap:33066289
TR8.AX,TR8,Tarrina Resources Limited,market_cap,below_min_market_cap:5164639
TRA.AX,TRA,Turners Automotive Group Limited,expected_fcf,expected_fcf_not_positive
TRE.AX,TRE,Toubani Resources Limited,financial_data,insufficient_annual_history:2
TRI.AX,TRI,TrivarX Limited,market_cap,below_min_market_cap:9871173
TRJ.AX,TRJ,Trajan Group Holdings Limited,market_cap,below_min_market_cap:16894020
TRM.AX,TRM,Truscott Mining Corporation Limited,market_cap,below_min_market_cap:6889053
TRP.AX,TRP,Tissue Repair Ltd,market_cap,below_min_market_cap:3535199
TRU.AX,TRU,TruScreen Group Limited,market_cap,below_min_market_cap:7896395
TSK.AX,TSK,Tusker Minerals Ltd,market_cap,below_min_market_cap:5896753
TSL.AX,TSL,Titanium Sands Limited,market_cap,below_min_market_cap:11702838
TSO.AX,TSO,Tesoro Gold Ltd,financial_data,insufficient_annual_history:0
TSR.AX,TSR,Turnstone Resources Ltd,market_cap,below_min_market_cap:3619364
TTM.AX,TTM,Titan Minerals Limited,financial_data,insufficient_annual_history:0
TTT.AX,TTT,Titomic Limited,financial_data,ttm_fcf_unavailable
TTX.AX,TTX,Tetratherix Limited,financial_data,insufficient_annual_history:1
TVL.AX,TVL,Touch Ventures Limited,identity,excluded_sector:Financial Services
TVN.AX,TVN,Tivan Limited,financial_data,insufficient_annual_history:0
TWE.AX,TWE,Treasury Wine Estates Limited,financial_data,ttm_ebitda_not_positive
TWL.AX,TWL,Trade Window Holdings Limited,market_cap,below_min_market_cap:10483091
TWR.AX,TWR,Tower Limited,identity,excluded_sector:Financial Services
TXR.AX,TXR,TalonX Resources Limited,market_cap,below_min_market_cap:4651678
TYR.AX,TYR,Tyro Payments Limited,expected_fcf,expected_fcf_not_positive
TYX.AX,TYX,Tyranna Resources Limited,market_cap,below_min_market_cap:5584527
TZL.AX,TZL,TZ Limited,market_cap,below_min_market_cap:8508435
TZN.AX,TZN,Terramin Australia Limited,market_cap,below_min_market_cap:39155980
UBN.AX,UBN,Urbanise.com Limited,market_cap,below_min_market_cap:35563824
UCM.AX,UCM,Uscom Limited,market_cap,below_min_market_cap:2225857
UM1.AX,UM1,Unity Metals Limited,market_cap,below_min_market_cap:25430408
UNT.AX,UNT,Unith Ltd,market_cap,below_min_market_cap:7666430
USC.AX,USC,US1 Critical Minerals Limited,market_cap,below_min_market_cap:18795254
USL.AX,USL,Unico Silver Limited,financial_data,insufficient_annual_history:0
USM.AX,USM,Union Star Metals Ltd,market_cap,below_min_market_cap:3692952
VAL.AX,VAL,Valiant Gold Limited,market_cap,market_cap_unavailable
VAN.AX,VAN,Vantage Metals Limited,market_cap,below_min_market_cap:7998835
VBC.AX,VBC,Verbrec Limited,market_cap,below_min_market_cap:42612382
VBS.AX,VBS,Vectus Biosystems Limited,market_cap,below_min_market_cap:5320475
VBX.AX,VBX,VBX Limited,market_cap,below_min_market_cap:42147105
VCX.AX,VCX,Vicinity Centres,identity,excluded_industry:reit
VEN.AX,VEN,Vintage Energy Limited,market_cap,below_min_market_cap:1739990
VFX.AX,VFX,Visionflex Group Limited,market_cap,below_min_market_cap:2471115
VFY.AX,VFY,Vitrafy Life Sciences Limited,financial_data,ttm_ebitda_not_positive
VGL.AX,VGL,Vista Group International Limited,expected_fcf,expected_fcf_not_positive
VGN.AX,VGN,Virgin Australia Holdings Limited,expected_fcf,expected_fcf_not_positive
VHL.AX,VHL,Vitasora Health Limited,market_cap,below_min_market_cap:20095633
VHM.AX,VHM,VHM Limited,market_cap,below_min_market_cap:44459450
VIG.AX,VIG,Victor Group Holdings Limited,market_cap,below_min_market_cap:21926907
VIT.AX,VIT,Vitura Health Limited,market_cap,below_min_market_cap:9214592
VKA.AX,VKA,Viking Mines Limited,market_cap,below_min_market_cap:16123911
VMC.AX,VMC,Venus Metals Corporation Limited,market_cap,below_min_market_cap:20680189
VML.AX,VML,Vital Metals Limited,market_cap,below_min_market_cap:14316044
VMM.AX,VMM,Viridis Mining and Minerals Limited,financial_data,insufficient_annual_history:0
VMS.AX,VMS,Venari Minerals NL,market_cap,below_min_market_cap:13927982
VMT.AX,VMT,Vmoto Limited,market_cap,below_min_market_cap:27296227
VNL.AX,VNL,Vinyl Group Ltd,market_cap,below_min_market_cap:42300919
VPR.AX,VPR,Volt Group Limited,market_cap,below_min_market_cap:15114822
VR1.AX,VR1,Vection Technologies Limited,market_cap,below_min_market_cap:31174351
VR8.AX,VR8,Vanadium Resources Limited,market_cap,below_min_market_cap:31038565
VRC.AX,VRC,Volt Resources Limited,market_cap,below_min_market_cap:18702545
VRL.AX,VRL,Verity Resources Limited,market_cap,below_min_market_cap:4550815
VRS.AX,VRS,Veris Limited,market_cap,below_min_market_cap:15787587
VRX.AX,VRX,VRX Silica Limited,market_cap,below_min_market_cap:27371116
VSR.AX,VSR,Voltaic Strategic Resources Limited,market_cap,below_min_market_cap:11648694
VTA.AX,VTA,Vita Resources NL,market_cap,below_min_market_cap:1092261
VTM.AX,VTM,Victory Metals Limited,financial_data,insufficient_annual_history:0
VTX.AX,VTX,Vertex Minerals Limited,market_cap,below_min_market_cap:24204403
VUL.AX,VUL,Vulcan Energy Resources Limited,financial_data,ttm_ebitda_not_positive
VYS.AX,VYS,Vysarn Limited,expected_fcf,expected_fcf_not_positive
W2V.AX,W2V,Way 2 Vat Ltd,market_cap,below_min_market_cap:8002994
WA1.AX,WA1,WA1 Resources Ltd,financial_data,insufficient_annual_history:1
WAG.AX,WAG,The Australian Wealth Advisors Group Limited,identity,excluded_sector:Financial Services
WAU.AX,WAU,WA Gold Limited,market_cap,below_min_market_cap:13509129
WBC.AX,WBC,Westpac Banking Corporation,identity,excluded_sector:Financial Services
WBT.AX,WBT,Weebit Nano Limited,financial_data,ttm_ebitda_not_positive
WC1.AX,WC1,West Cobar Metals Limited,market_cap,below_min_market_cap:5634605
WC8.AX,WC8,Wildcat Resources Limited,financial_data,insufficient_annual_history:0
WCE.AX,WCE,West Coast Silver Limited,market_cap,below_min_market_cap:26097924
WCN.AX,WCN,White Cliff Minerals Limited,market_cap,below_min_market_cap:44772086
WEC.AX,WEC,White Energy Company Limited,financial_data,insufficient_annual_history:1
WEL.AX,WEL,Winchester Energy Limited,market_cap,below_min_market_cap:1221404
WGR.AX,WGR,Western Gold Resources Limited,market_cap,below_min_market_cap:16055346
WHK.AX,WHK,WhiteHawk Limited,market_cap,below_min_market_cap:2457743
WIA.AX,WIA,WIA Gold Limited,financial_data,insufficient_annual_history:0
WIN.AX,WIN,WIN Metals Ltd,market_cap,below_min_market_cap:11025565
WJL.AX,WJL,Webjet Group Limited,financial_data,insufficient_annual_history:2
WLC.AX,WLC,WhiteRock Lithium Corp.,market_cap,market_cap_unavailable
WMG.AX,WMG,Western Mines Group Ltd,market_cap,below_min_market_cap:14873042
WNR.AX,WNR,Wingara AG Limited,market_cap,below_min_market_cap:876148
WNX.AX,WNX,Wellnex Life Limited,market_cap,below_min_market_cap:4217591
WOA.AX,WOA,Wide Open Agriculture Limited,market_cap,below_min_market_cap:5599545
WOT.AX,WOT,WOTSO,financial_data,ttm_fcf_unavailable
WOW.AX,WOW,Woolworths Group Limited,market_cap,market_cap_unavailable
WRK.AX,WRK,Wrkr Ltd,financial_data,ttm_ebitda_not_positive
WRX.AX,WRX,Western Ridge Resources Limited,market_cap,below_min_market_cap:4241730
WSI.AX,WSI,WestStar Industrial Limited,market_cap,below_min_market_cap:6530128
WSR.AX,WSR,Westar Resources Limited,market_cap,below_min_market_cap:2295330
WTL.AX,WTL,WT Financial Group Limited,identity,excluded_sector:Financial Services
WTM.AX,WTM,Waratah Minerals Limited,financial_data,insufficient_annual_history:1
WWG.AX,WWG,Wiseway Group Limited,market_cap,below_min_market_cap:31834902
WWI.AX,WWI,West Wits Mining Limited,financial_data,insufficient_annual_history:1
WYX.AX,WYX,Western Yilgarn NL,market_cap,below_min_market_cap:5028234
WZR.AX,WZR,Wisr Limited,identity,excluded_sector:Financial Services
X2M.AX,X2M,X2M Connect Limited,market_cap,below_min_market_cap:9672381
XEN.AX,XEN,Xenitra Limited,market_cap,below_min_market_cap:6694986
XF1.AX,XF1,Xref Limited,market_cap,below_min_market_cap:8944824
XGL.AX,XGL,Xamble Group Limited,market_cap,below_min_market_cap:2558488
XPD.AX,XPD,Xpedra Resources Limited,market_cap,below_min_market_cap:12399566
XPN.AX,XPN,XPON Technologies Group Limited,market_cap,below_min_market_cap:3966193
XRA.AX,XRA,Xenora Minerals Limited,market_cap,below_min_market_cap:15197952
XRG.AX,XRG,xReality Group Limited,market_cap,below_min_market_cap:31104199
XST.AX,XST,Xstate Resources Limited,market_cap,below_min_market_cap:4106036
YAR.AX,YAR,Yari Resources Ltd,market_cap,below_min_market_cap:2394192
YOJ.AX,YOJ,Yojee Limited,financial_data,ttm_ebitda_not_positive
YOW.AX,YOW,Yowie Group Limited,market_cap,below_min_market_cap:2289590
YRL.AX,YRL,Yandal Resources Limited,market_cap,below_min_market_cap:47744723
YUG.AX,YUG,Yugo Metals Limited,market_cap,below_min_market_cap:15021838
ZAG.AX,ZAG,Zuleika Gold Limited,market_cap,below_min_market_cap:25951529
ZEO.AX,ZEO,Zeotech Limited,financial_data,insufficient_annual_history:0
ZEU.AX,ZEU,Zeus Resources Limited,market_cap,below_min_market_cap:5245952
ZGL.AX,ZGL,Zicom Group Limited,market_cap,below_min_market_cap:21519572
ZIM.AX,ZIM,Zimplats Holdings Limited,expected_fcf,expected_fcf_not_positive
ZIP.AX,ZIP,Zip Co Limited,identity,excluded_sector:Financial Services
ZLD.AX,ZLD,Zelira Therapeutics Limited,market_cap,below_min_market_cap:4687042
ZMI.AX,ZMI,Zinc of Ireland Limited,market_cap,below_min_market_cap:20157029
ZMM.AX,ZMM,Zimi Limited,market_cap,below_min_market_cap:2459544
ZNC.AX,ZNC,Zenith Minerals Limited,market_cap,below_min_market_cap:38808512
ZNO.AX,ZNO,Zoono Group Limited,market_cap,below_min_market_cap:15350605
